Date,Author,Item Title,Periodical Title,Language,Language 2,Location,Author Country 2,Publisher,Publisher City,Publisher Country,Genre,Number of Pages,Original Publication Date
1986,"Khan, Ismith",The Jumbie Bird,,English,,Trinidad & Tobago,,Longman Inc.,Harlow,,,,1986
1991,"Khan, Ismith",The Jumbie Bird,,English,,Trinidad & Tobago,,Longman Inc.,Harlow,,,,1991
1999,"Khan, Ismith",The Jumbie Bird,,English,,Trinidad & Tobago,,Longman Inc.,Harlow,,,,1999
1997,"Khan, Ismith",The Jumbie Bird,,English,,Trinidad & Tobago,,Longman Inc.,Harlow Essex,,,,1997
2004,"Khan, Ismith",The Jumbie Bird,,English,,Trinidad & Tobago,,Longman Inc.,"Harlow, Essex",,,,2004
1994,"Khan, Ismith",A Day In The Country And Other Stories,,English,,Trinidad & Tobago,,Peepal Tree Press,"Leeds, England",,,,1994
1994,"Khan, Ismith",Crucifixion,,English,,Trinidad & Tobago,,Chadwyck-Healey,Place of publication not identified,,,,1994
2001,"Khan, Ismith",L'Oiseau Zombie,,French,,Trinidad & Tobago,,Musée Dapper,,,,,2001
2010,"Khelawan, Kia Marie",Friendly Fire And A Side Order Of French,,English,,United States,,Xlibris,,,Fiction (Novel),,2010
1994,"Khemraj, Harischandra",Cosmic Dance,,English,,Guyana,,Peepal Tree Press,"Leeds, Yorkshire, England",,Fiction (Novel),,1994
1994,"Khemraj, Harischandra",Cosmic Dance,,English,,Guyana,,Peepal Tree Press,"Leeds, Yorkshire, England",,,,1994
1990,"Kincaid, Jamaica",Negen Bij Twaalf,,Dutch,,Antigua & Barbuda,,Agathon Press,Houten,,Fiction (Novel),,1990
1986,"Kincaid, Jamaica",Op De Bodem Van De Rivier,,Dutch,,Antigua & Barbuda,,Agathon Press,Houten,,Fiction (Novel),,1986
2007,"Kincaid, Jamaica",Lucy,,English,,Antigua & Barbuda,,"Farrar, Straus and Giroux",New York,,Fiction (Novella),163,2007
2000,"Kincaid, Jamaica",A Small Place,,English,,Antigua & Barbuda,,"Farrar, Straus and Giroux","New York, NY",,Autobiography/Memoir,81,2000
1986,"Kincaid, Jamaica",Annie John,,English,,Antigua & Barbuda,,New American Library,New York,,Fiction (Novel),,1986
2020,"Kincaid, Jamaica",Among Flowers,,English,,Antigua & Barbuda,,Picador Paper,,,,224,2020
1997,"Kincaid, Jamaica",Annie John,,English,,Antigua & Barbuda,,"Farrar, Straus and Giroux",New York,,,160,1997
2014,"Kincaid, Jamaica",See Now Then: A Novel,,English,,Antigua & Barbuda,,"Farrar, Straus and Giroux",,,,,2014
1984,"Kincaid, Jamaica",At The Bottom Of The Garden,,English,,Antigua & Barbuda,,Pan Books,London,,,,1984
1989,"Kincaid, Jamaica",A Small Place,,English,,Antigua & Barbuda,,Penguin Books,New York,,,,1989
1988,"Kincaid, Jamaica",A Small Place,,English,,Antigua & Barbuda,,"Farrar, Straus and Giroux",New York,,,,1988
1985,"Kincaid, Jamaica",At The Bottom Of The River,,English,,Antigua & Barbuda,,Vintage Books,New York,,,,1985
1983,"Kincaid, Jamaica",At The Bottom Of The River,,English,,Antigua & Barbuda,,"Farrar, Straus and Giroux",New York,,,,1983
1985,"Kincaid, Jamaica",Annie John,,English,,Antigua & Barbuda,,Noonday Press,New York,,,,1985
1984,"Kincaid, Jamaica",Annie John,,English,,Antigua & Barbuda,,"Farrar, Straus and Giroux",,,,,1984
1990,"Kincaid, Jamaica",Lucy,,English,,Antigua & Barbuda,,Plume,"New York, NY",,,,1990
1986,"Kincaid, Jamaica","Annie, Gwen, Lilly, Pam And Tulip",,English,,Antigua & Barbuda,,Alfred A. Knopf in association with Whitney Museum of American Art,New York,,,,1986
2013,"Kincaid, Jamaica",See Now Then,,English,,Antigua & Barbuda,,"Farrar, Straus and Giroux",,,,191,2013
2000,"Kincaid, Jamaica",A Small Place,,English,,Antigua & Barbuda,,"Farrar, Straus and Giroux",,,,98,2000
1997,"Kincaid, Jamaica",My Brother,,English,,Antigua & Barbuda,,"Farrar, Straus and Giroux",New York,,,197,1997
1998,"Kincaid, Jamaica",My Brother,,English,,Antigua & Barbuda,,"Farrar, Straus and Giroux",,,,208,1998
2005,"Kincaid, Jamaica",Among Flowers: A Walk In The Himalaya,,English,,Antigua & Barbuda,,National Geographic,"Washington, D.C",,,191,2005
2020,"Kincaid, Jamaica",Among Flowers: A Walk In The Himalaya,,English,,Antigua & Barbuda,,Picador,,,,140,2020
2003,"Kincaid, Jamaica",Mr. Potter,,English,,Antigua & Barbuda,,"Farrar, Straus and Giroux",,,,213,2003
2003,"Kincaid, Jamaica",Mr. Potter,,English,,Antigua & Barbuda,,"Farrar, Straus and Giroux",,,,,2003
2000,"Kincaid, Jamaica",At the Bottom Of The River,,English,,Antigua & Barbuda,,"Farrar, Straus and Giroux",,,,100,2000
1997,"Kincaid, Jamaica",Annie John,,English,,Antigua & Barbuda,,"Farrar, Straus and Giroux",,,,162,1997
1996,"Kincaid, Jamaica",The Autobiography Of My Mother,,English,,Antigua & Barbuda,,"Farrar, Straus and Giroux",,,,240,1996
2002,"Kincaid, Jamaica",Lucy,,English,,Antigua & Barbuda,,"Farrar, Straus and Giroux",,,,103,2002
1984,"Kincaid, Jamaica",At The Bottom Of The River,,English,,Antigua & Barbuda,,Pan Books,London,,,,1984
1982,"Kincaid, Jamaica",Annie John,,English,,Antigua & Barbuda,,The New Yorker,,,,,1982
1997,"Kincaid, Jamaica",In History,Callaloo,English,,Antigua & Barbuda,,The Johns Hopkins University Press,,,,,1997
1986,"Kincaid, Jamaica",Katoava Paratiisi,,Finnish,,Antigua & Barbuda,,Kirjayhtymä,Hki,Finland,,,1986
2016,"Kincaid, Jamaica",Voyons Voir,,French,,Antigua & Barbuda,,Éditions de l'Olivier,Paris,,,208,2016
2016,"Kincaid, Jamaica",Voyons Voir,,French,,Antigua & Barbuda,,Éditions de l'Olivier,,,,195,2016
2016,"Kincaid, Jamaica",Autobiographie De Ma Mère,,French,,Antigua & Barbuda,,Éditions de l'Olivier,Paris,,,192,2016
2016,"Kincaid, Jamaica",Autobiographie De Ma Mère,,French,,Antigua & Barbuda,,Éditions de l'Olivier,,,,192,2016
2001,"Kincaid, Jamaica",Au Fond De La Rivière,,French,,Antigua & Barbuda,,Éditions de l'Olivier,Paris,,,176,2001
2001,"Kincaid, Jamaica",Mon Frère,,French,,Antigua & Barbuda,,Seuil,Paris,,,,2001
2000,"Kincaid, Jamaica",Mon Frère,,French,,Antigua & Barbuda,,Éditions de l'Olivier,Paris,,,194,2000
1990,"Kincaid, Jamaica",Nur Eine Kleine Insel,,German,,Antigua & Barbuda,,Deutsche Verlags-Anstalt,Stuttgart,,,,1990
1986,"Kincaid, Jamaica",Am Grunde Des Flusses,,German,,Antigua & Barbuda,,Stuttgart Deutsche Verlags-Anstalt,Stuttgart,Germany,,,1986
2014,"Kincaid, Jamaica",Lucy,,German,,Antigua & Barbuda,,Unionsverlag,Zürich,,,,2014
1991,"Kincaid, Jamaica",Lucy,,German,,Antigua & Barbuda,,Wolfgang Krüger Verlag,Frankfurt (Main),,,,1991
2015,"Kincaid, Jamaica",Lucy: Roman,,German,,Antigua & Barbuda,,Unionsverlag,,,,148,2015
2022,"Kincaid, Jamaica",Annie John,,German,,Antigua & Barbuda,,Kampa Verlag,,,,224,2022
2021,"Kincaid, Jamaica",Mister Potter,,German,,Antigua & Barbuda,,Kampa Verlag,,,,136,2021
2016,"Kincaid, Jamaica",Lucy,,Italian,,Antigua & Barbuda,,Adelphi Edizioni,,,,110,2016
2020,"Kincaid, Jamaica",In Fondo Al Fiume,,Italian,,Antigua & Barbuda,,Adelphi Edizioni,,,,61,2020
2020,"Kincaid, Jamaica",Lucy,,Spanish,,Antigua & Barbuda,,Editorial Les Hores,,,Fiction (Novella),95,2020
1987,"Kincaid, Jamaica",Anna Delle Antille,,Italian,,Antigua & Barbuda,,Istituto Geografico de Agostini,Novara,,,,1987
2019,"Kincaid, Jamaica",Party: A Mystery,,English,,Antigua & Barbuda,,Black Sheep Press,"Brooklyn, New York, USA",,,32,2019
2019,"Kincaid, Jamaica",Party: A Mystery,,English,,Antigua & Barbuda,,Black Sheep Press,,,,32,2019
1998,"Kincaid, Jamaica","Annie, Gwen, Lilly, Pam And Tulip",,English,,Antigua & Barbuda,,Parkett Verlag AG,Zurich,,,,1998
1989,"Kincaid, Jamaica","Annie, Gwen, Lilly, Pam And Tulip",,English,,Antigua & Barbuda,,Parkett Verlag AG,Zurich; New York,,,,1989
2001,"Kincaid, Jamaica",My Garden,,English,,Antigua & Barbuda,,"Farrar, Straus and Giroux",New York,,,229,2001
1999,"Kincaid, Jamaica",My Garden Book,,English,,Antigua & Barbuda,,"Farrar, Straus and Giroux",New York,,,229,1999
2001,"Kincaid, Jamaica",My Garden,,English,,Antigua & Barbuda,,"Farrar, Straus and Giroux",,,,229,2001
2002,"Kincaid, Jamaica",Talk Stories,,English,,Antigua & Barbuda,,"Farrar, Straus and Giroux",,,,273,2002
2001,"Kincaid, Jamaica",Talk Stories,,English,,Antigua & Barbuda,,"Farrar, Straus and Giroux",New York,,,247,2001
1990,"Kincaid, Jamaica",At Last : In The Night: Two Short Stories,,English,,Antigua & Barbuda,,Milkweed Press,"Northampton, Mass.",,,,1990
1989,"Kincaid, Jamaica",Am Grunde Des Flusses: Erzählungen,,German,,Antigua & Barbuda,,Fischer Taschenbuch,Frankfurt am Main,,,,1989
1985,"Kincaid, Jamaica",På Flodens Botten,,Swedish,,Antigua & Barbuda,,Stenström,Stockholm,,,,1985
1988,"Kincaid, Jamaica",Antigua: En Liten Ö,,Swedish,,Antigua & Barbuda,,Stenström,Stockholm,,,,1988
1998,"Kincaid, Jamaica",My Favorite Plant: Writers and Gardeners On The Plants They Love,,English,,Antigua & Barbuda,,"Farrar, Straus and Giroux",New York,United States,,329,1998
2013,"Kincaid, Jamaica",See Now Then: A Novel,,English,,Antigua & Barbuda,,Macmillan Publishers,,,,,2013
2016,"Kincaid, Jamaica",A Small Place,,English,,Antigua & Barbuda,,"Blackstone Audio, Inc.",,,,,
1989,"Kincaid, Jamaica","Annie, Gwen, Lilly, Pam, And Tulip",,English,,Antigua & Barbuda,,Alfred A. Knopf,,,,,1989
2005,"Kincaid, Jamaica",Among Flowers: A Walk In The Himalaya,,English,,Antigua & Barbuda,,National Geographic,,,Fiction (Novel),,2005
2017,"Kincaid, Jamaica",Mr. Potter,,English,,Antigua & Barbuda,,"Blackstone Audio, Inc.",,,Fiction (Novel),,
2017,"Kincaid, Jamaica",At The Bottom Of The River,,English,,Antigua & Barbuda,,"Blackstone Audio, Inc.",,,Fiction (Short Story Collection),,
2016,"Kincaid, Jamaica",Annie John,,English,,Antigua & Barbuda,,"Blackstone Audio, Inc.",,,Fiction (Novel),,
2016,"Kincaid, Jamaica",The Autobiography Of My Mother,,English,,Antigua & Barbuda,,"Blackstone Audio, Inc.",,,Fiction (Novel),,
2017,"Kincaid, Jamaica",Lucy,,English,,Antigua & Barbuda,,"Blackstone Audio, Inc.",,,Fiction (Novel),,
1992,"Kincaid, Jamaica",Annie John,,German,,Antigua & Barbuda,,"Farrar, Straus and Giroux",München,Germany,,,
1989,"Kincaid, Jamaica",Annie John,,German,,Antigua & Barbuda,,"Farrar, Straus and Giroux",Stuttgart,Germany,,,
2008,"Kincaid, Jamaica",Lucy,,Italian,,Antigua & Barbuda,,"Farrar, Straus and Giroux",Milano,Italy,,,
2000,"King, Bruce Alvin",Derek Walcott: A Caribbean Life,,English,,United States,,Oxford University Press,,,,,2000
1981,"King, Deborah",Sirius And Saba,,English,,United States,,Hamilton Books,London,,Fiction (Novel),,1981
1990,"King, Lloyd",Towards A Caribbean Literary Tradition,,English,,United States,,"Lloyd, King",St. Augustine Trinidad & Tobago,,,92,1990
1995,"Kinkade, Thomas; Miller, Calvin",The Spirit Of America,,English,,United States,United Kingdom,Radio 4,,,,,1998
1986,"Kirby, Rachel; Serota, Nicholas",From Two Worlds,,English,,United States,England,Trustees of the Whitechapel Art Gallery,London,,,,1986
1986,"Kirby, Rachel; Serota, Nicholas",From Two Worlds,,English,,United States,England,Trustees of the Whitechapel Art Gallery,,,,,1986
2001,"Kirk, John M; Padura Fuentes, Leonardo",Culture And The Cuban Revolution: Converstions In Havana,,English,,United States,Cuba,University Press of Florida,Gainesville,,,,2001
2017,"Klonaris, Helen",If I Had the Wings: Short Stories,,English,,United States,Bahamas,Peepal Tree Press,,,,,2017
2015,"Klonaris, Helen",Cowboy,,English,,United States,Bahamas,Dundurn,,,,,2015
2015,"Klonaris, Helen",Cowboy. Let's Tell This Story Properly Short Story Singles. Let's Tell This Story Properly Short Story Singles.,,English,,United States,Bahamas,Dundurn,United States,,,,2015
2011,"Klonaris, Helen",Not A Manifesto,Anthurium A Caribbean Studies Journal,English,,United States,Bahamas,Anthurium: A Caribbean Studies Journal,,,,,2011
2015,"Klonaris, Helen; Rabiyah, Amir",Writing The Walls Down: A Convergence Of LGBTQ Voices,,English,,United States,California,Trans-Genre Press,,,,,2015
1992,"Klonaris, Helen; Sweeting, Lynn",WomanSpeak: A Collection of Creative Expressions,,English,,United States,Bahamas,WomenSpeak Press,"Nassau, Bahamas",,,,1992
1967,"Klug, Michael Anthony",Comic Structure in the Early Fiction of James Joyce,,English,,Canada,,Dissertation Abstracts International,,,,,1967
2021,"Korman, Gordon",Dive. Book 3,,English,,Canada,America,Scholastic Inc.,,,,,2021
1970,"Kwamdela, Odimumba",Bitter Soul,,English,,Barbados,,21st Century Book,,,Fiction (Novel),20,1970
1974,"Ladoo, Harold Sonny",Yesterdays: A Novel,,English,,Trinidad & Tobago,,Anansi Press,Toronto,,,,1974
1972,"Ladoo, Harold Sonny",No Pain Like This Body,,English,,Trinidad & Tobago,,Anansi Press,Toronto,,,,1972
1994,"Laferrière, Dany",Why Must A Black Writer Write About Sex?,,English,,Haiti,,Coach House Press,Toronto,,,,1994
2015,"Laferrière, Dany",Chronique De La Dérive Douce: Roman,,French,,Haiti,,Grasset,,,,,2015
2011,"Laferrière, Dany",Le Charme Des Après-Midi Sans Fin: Rècit,,French,,Haiti,,Editions du Rocher,Paris,,,,2011
2017,"Laferrière, Dany",Tout Bouge Autour De Moi,,French,,Haiti,,Mémoire d'encrier,,,,,2017
2020,"Laferrière, Dany",Journal D'un U En Pyjama,,French,,Haiti,,Mémoire d'encrier,,,,,2020
2019,"Laferrière, Dany",Le Goût Des Jeunes Filles: Roman,,French,,Haiti,,Typo Publishing,,,,,2019
2018,"Laferrière, Dany",Je Suis Un Écrivain Japonais : Roman,,French,,Haiti,,Grasset,,,,,2018
2021,"Laferrière, Dany",Comment Faire L'amour Avec Un Nègre Sans Se Fatiguer: Roman,,French,,Haiti,,Typo Publishing,,,,,2021
2019,"Laferrière, Dany",Vers D'Autres Rives,,French,,Haiti,,Boréal,,,,,2019
2020,"Laferrière, Dany",L'Exil Vaut Le Voyage,,French,,Haiti,,Bernard Grasset,,,,,2020
2010,"Laferrière, Dany",Un Art De Vivre Par Temps De Catastrophe,,French,,Haiti,,University of Alberta Press,Edmonton,,,,2010
2010,"Laferrière, Dany",Le Serpent À Plumes Pour Haïti,,French,,Haiti,,Éditions du Rocher,,,,,2010
2010,"Laferrière, Dany",J' Écris Comme Je Vis Entretien Avec Bernard Magnier,,French,,Haiti,,Boréal,Montréal,,,,2010
2013,"Laferrière, Dany",Je Suis Fou De Vava,,French,,Haiti,Canada,Les Éditions de la Bagnole,,,,,2013
2014,"Laferrière, Dany",Le Baiser Mauve De Vava,,French,,Haiti,Canada,Les Éditions de la Bagnole,,,,,2014
2019,"Laferrière, Dany",La Fête Des Morts,,French,,Haiti,Canada,Les Éditions de la Bagnole,,,,,2019
2013,"Laferrière, Dany",Das Rätsel Rer Rückkehr Roman,,German,,Haiti,,Wunderhorn,,,,,2013
2018,"Laferrière, Dany",Enigma Of The Return,,English,,Haiti,,Maclehose Press,Place of publication not identified,,,,2018
2017,"Lalla, Barbara",Grounds For Tenure,,English,,Trinidad & Tobago,,The University of The West Indies Press,,,Fiction (Novel),,2017
1994,"Lamming, George",The Emigrants,,English,,Barbados,,University of Michigan Press,,,Fiction (Novel),300,1994
1991,"Lamming, George",In The Castle Of My Skin,,English,,Barbados,,University of Michigan Press,,,Fiction (Novel),348,1991
1960,"Lamming, George",The Pleasures Of Exile,,English,,Barbados,,University of Michigan Press,,,Fiction (Novel),260,1960
1986,"Lamming, George",In The Castle Of My Skin / With A Critical Introduction By David Williams,,English,,Barbados,,Longman Inc.,"Harlow, Essex",,Fiction (Novel),,1986
2017,"Lamming, George",In The Castle Of My Skin,,English,,Barbados,,Penguin Books,S.l.,,,,2017
1994,"Lamming, George",The Emigrants,,English,,Barbados,,University of Michigan Press,"Ann Arbor, Mich.",,,,1994
2005,"Lamming, George",The Pleasures Of Exile,,English,,Barbados,,Pluto Press,London,,,,2005
1981,"Lamming, George",Of Age And Danger,,English,,Barbados,,Allison & Busby,London; New York,,,,1981
1982,"Lamming, George",Season Of Adventure,,English,,Barbados,,Allison & Busby,London,,,,1982
1981,"Lamming, George",Of Age And Innocence,,English,,Barbados,,Allison & Busby,London,,,,1981
1982,"Lamming, George",The Emigrants,,English,,Barbados,,Allison & Busby,London,,,,1982
1986,"Lamming, George",Natives Of My Person,,English,,Barbados,,Allison & Busby,London,,,,1986
1981,"Lamming, George",In The Castle Of My Skin,,English,,Barbados,,Longman Inc.,Harlow,,,,1981
1984,"Lamming, George",The Pleasures Of Exile,,English,,Barbados,,Allison & Busby,"London; New York; New York, NY",,,,1984
1983,"Lamming, George",The Pleasures Of Exile,,English,,Barbados,,University Microfilms International,"Ann Arbor, Mich.",,,,1983
1972,"Lamming, George",Natives Of My Person,,English,,Barbados,,"Holt, Rinehart and Winston",New York,,,345,1972
1974,"Lamming, George",Cannon Shot And Glass Beads: Modern Black Writing,,English,,Barbados,,Pan Books,London,,,286,1974
1999,"Lamming, George",Season Of Adventure,,English,,Barbados,,University of Michigan Press,Ann Arbor,,,368,1999
1999,"Lamming, George",Season Of Adventure,,English,,Barbados,,University of Michigan Press,Ann Arbor,,,368,1999
1994,"Lamming, George",The Emigrants,,English,,Barbados,,University of Michigan Press,"Ann Arbor, MI",,,298,1994
1980,"Lamming, George",The Emigrants,,English,,Barbados,,Allison & Busby,London,,,272,1980
1992,"Lamming, George",The Pleasures Of Exile,,English,,Barbados,,University of Michigan Press,Ann Arbor,,,264,1992
1984,"Lamming, George",The Pleasures Of Exile,,English,,Barbados,,Allison & Busby,"London ; New York : New York, NY",,,232,1984
2000,"Lamming, George","Coming, Coming Home: Conversations II: Western Education And The Caribbean Intellectual",,English,,Barbados,,House of Nehesi Publishers,"Philipsburg, St. Martin",,,103,2000
2009,"Lamming, George",Sovereignty Of The Imagination: Conversation III,,English,,Barbados,,House of Nehesi Publishers,"Philipsburg, St. Martin",,,82,2009
1972,"Lamming, George",Water With Berries,,English,,Barbados,,"Holt, Rinehart and Winston",New York,,,248,1972
2011,"Lamming, George",Of Age And Innocence,,English,,Barbados,,Peepal Tree Press,,,,436,2011
1987,"Lamming, George",En El Castillo De Mi Piel,,Spanish,,Barbados,,Longman Inc.,,,,,1987
1985,"Lamming, George",A Wedding In Spring,,Spanish,,Barbados,,Casa de las Américas,"Habana, Cuba",,,,1985
1990,"Lamming, George",Physiology Of Reproduction,,English,,Barbados,,Churchill Livingstone,Edingurgh,,,,1990
